Category,Type,File,Line,Content,Handler,Variant
buttons,click,apps/client/src/components/dashboard/DashboardHome.tsx,303,"<Button variant=""primary"" fullWidth>",,primary
buttons,click,apps/client/src/components/dashboard/DashboardHome.tsx,316,"<Button variant=""secondary"" fullWidth>",,secondary
buttons,click,apps/client/src/components/dashboard/DashboardHome.tsx,329,"<Button variant=""secondary"" fullWidth>",,secondary
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,92,"<Button
                variant=""ghost""
                size=""icon""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,162,"<Button
            variant=""ghost""
            size=""icon""
            className=""-m-2.5 lg:hidden""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,188,"<Button variant=""ghost"" size=""icon"" className=""relative"">",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,197,"<Button
                  variant=""ghost""
                  className=""flex items-center gap-x-2 p-1.5""
                  onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,227,"<button
                        onClick={handleLogout}
                        className=""flex w-full items-center px-4 py-2 text-sm text-error-700 hover:bg-error-50""
                        aria-label=""Sign out""
                      >",handleLogout,
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,88,"<div role=""button"" className=""fixed inset-0 bg-black/20"" onClick={() =>",,
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,88,"<div role=""button"" className=""fixed inset-0 bg-black/20"" onClick={() =>",,
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,92,"<Button
                variant=""ghost""
                size=""icon""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,104,"<a
                      href={item.href}
                      className={cn(
                        'flex items-center px-3 py-2 text-sm font-medium rounded-lg transition-colors',
                        isCurrentPage(item.href)
                          ? 'bg-primary-100 text-primary-700'
                          : 'text-neutral-700 hover:bg-neutral-100'
                      )}
                      onClick={() =>",,
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,162,"<Button
            variant=""ghost""
            size=""icon""
            className=""-m-2.5 lg:hidden""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,197,"<Button
                  variant=""ghost""
                  className=""flex items-center gap-x-2 p-1.5""
                  onClick={() =>",,ghost
buttons,click,apps/client/src/components/dashboard/DashboardLayout.tsx,227,"<button
                        onClick={handleLogout}
                        className=""flex w-full items-center px-4 py-2 text-sm text-error-700 hover:bg-error-50""
                        aria-label=""Sign out""
                      >",handleLogout,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,132,"<Button onClick={_onClose}>",_onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,135,"<Button type=""submit"" disabled={!sceneName.trim()}>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,226,"<Button onClick={onClose}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,229,"<Button type=""submit"" disabled={!sceneName.trim()}>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,358,"<Button type=""submit"" disabled={loading || !inviteEmail.trim()}>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,406,"<Button
                          onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,424,"<Button onClick={onClose}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,567,"<Button type=""button"" onClick={onClose} disabled={loading}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,570,"<Button type=""submit"" disabled={loading}>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,779,"<Button className=""border border-neutral-300 px-3 py-1 rounded hover:bg-neutral-50"" onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,783,"<Button className=""border border-neutral-300 px-3 py-1 rounded hover:bg-neutral-50"" onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,801,"<Button onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,849,"<Button
                          onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,860,"<Button
                          onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,872,"<Button
                        onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,883,"<Button
                        onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,919,"<Button 
                    className=""px-2 py-1 hover:bg-neutral-100 rounded""
                    onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,926,"<Button 
                    className=""px-2 py-1 hover:bg-neutral-100 rounded""
                    onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,809,"<div role=""button""
                key={scene.id}
                className={cn(
                  ""group flex items-center gap-3 p-3 border rounded-lg transition-all cursor-pointer hover:border-neutral-300"",
                  activeSceneId === scene.id 
                    ? ""border-primary-500 bg-primary-50"" 
                    : ""border-neutral-200""
                )}
                onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,132,"<Button onClick={_onClose}>",_onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,226,"<Button onClick={onClose}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,406,"<Button
                          onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,424,"<Button onClick={onClose}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,567,"<Button type=""button"" onClick={onClose} disabled={loading}>",onClose,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,779,"<Button className=""border border-neutral-300 px-3 py-1 rounded hover:bg-neutral-50"" onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,783,"<Button className=""border border-neutral-300 px-3 py-1 rounded hover:bg-neutral-50"" onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,801,"<Button onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,809,"<div role=""button""
                key={scene.id}
                className={cn(
                  ""group flex items-center gap-3 p-3 border rounded-lg transition-all cursor-pointer hover:border-neutral-300"",
                  activeSceneId === scene.id 
                    ? ""border-primary-500 bg-primary-50"" 
                    : ""border-neutral-200""
                )}
                onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,849,"<Button
                          onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,860,"<Button
                          onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,872,"<Button
                        onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,883,"<Button
                        onClick={(e) =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,919,"<Button 
                    className=""px-2 py-1 hover:bg-neutral-100 rounded""
                    onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignMapManager.tsx,926,"<Button 
                    className=""px-2 py-1 hover:bg-neutral-100 rounded""
                    onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,171,"<Button
              variant=""ghost""
              size=""icon""
              className=""opacity-0 group-hover:opacity-100 transition-opacity""
            >",,ghost
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,268,"<Button
        variant=""ghost""
        size=""icon""
        className=""opacity-0 group-hover:opacity-100 transition-opacity""
      >",,ghost
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,307,"<Button
              variant={viewMode === ""grid"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,314,"<Button
              variant={viewMode === ""list"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,323,"<Button variant=""primary"" leftIcon={<Plus className=""h-4 w-4"" />",,primary
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,346,"<Button variant=""primary"" onClick={() =>",,primary
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,364,"<Button variant=""primary"" leftIcon={<Plus className=""h-4 w-4"" />",,primary
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,223,"<div
      role=""button""
      key={campaign.id}
      className={cn(
        ""group flex items-center gap-4 p-4 rounded-lg border border-neutral-200 hover:border-neutral-300 cursor-pointer transition-all"",
        selectedCampaign === campaign.id && ""border-primary-500 bg-primary-50"",
      )}
      onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,146,"<Card
      key={campaign.id}
      interactive
      className={cn(
        ""group cursor-pointer transition-all duration-200"",
        selectedCampaign === campaign.id && ""ring-2 ring-primary-500"",
      )}
      onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,223,"<div
      role=""button""
      key={campaign.id}
      className={cn(
        ""group flex items-center gap-4 p-4 rounded-lg border border-neutral-200 hover:border-neutral-300 cursor-pointer transition-all"",
        selectedCampaign === campaign.id && ""border-primary-500 bg-primary-50"",
      )}
      onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,307,"<Button
              variant={viewMode === ""grid"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,314,"<Button
              variant={viewMode === ""list"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/campaigns/CampaignsList.tsx,346,"<Button variant=""primary"" onClick={() =>",,primary
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,155,"<Button variant=""ghost"" size=""icon"" onClick={onClose}>",onClose,ghost
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,268,"<Button type=""button"" onClick={handleNext} disabled={loading}>",handleNext,
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,403,"<Button type=""button"" variant=""secondary"" onClick={() =>",,secondary
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,406,"<Button type=""submit"" loading={loading}>",,
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,155,"<Button variant=""ghost"" size=""icon"" onClick={onClose}>",onClose,ghost
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,268,"<Button type=""button"" onClick={handleNext} disabled={loading}>",handleNext,
buttons,click,apps/client/src/components/campaigns/CreateCampaignModal.tsx,403,"<Button type=""button"" variant=""secondary"" onClick={() =>",,secondary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,137,"<Button variant=""secondary"" rightIcon={<Settings className=""h-4 w-4"" />",,secondary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,173,"<Button variant=""ghost"" size=""sm"">",,ghost
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,190,"<Button variant=""secondary"" fullWidth>",,secondary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,319,"<Button variant=""ghost"" size=""sm"" rightIcon={<ArrowUpRight className=""h-4 w-4"" />",,ghost
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,352,"<Button
                    variant=""ghost""
                    size=""sm""
                    onClick={() =>",,ghost
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,374,"<Button variant=""primary"" fullWidth>",,primary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,385,"<Button variant=""secondary"" fullWidth>",,secondary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,396,"<Button variant=""secondary"" fullWidth>",,secondary
buttons,click,apps/client/src/components/billing/BillingDashboard.tsx,352,"<Button
                    variant=""ghost""
                    size=""sm""
                    onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,298,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,306,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,314,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,371,"<Button
                variant=""primary""
                size=""sm""
                onClick={sendMessage}
                disabled={!newMessage.trim() || (messageType === ""whisper"" && !whisperTarget)}
                leftIcon={<Send className=""h-4 w-4"" />",sendMessage,primary
buttons,click,apps/client/src/components/game/ChatSystem.tsx,202,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/game/ChatSystem.tsx,218,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/game/ChatSystem.tsx,202,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/game/ChatSystem.tsx,218,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/game/ChatSystem.tsx,298,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,306,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,314,"<Button
                variant=""ghost""
                size=""sm""
                onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/ChatSystem.tsx,371,"<Button
                variant=""primary""
                size=""sm""
                onClick={sendMessage}
                disabled={!newMessage.trim() || (messageType === ""whisper"" && !whisperTarget)}
                leftIcon={<Send className=""h-4 w-4"" />",sendMessage,primary
buttons,click,apps/client/src/components/game/DiceRoller.tsx,217,"<Button
            variant=""ghost""
            size=""sm""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,231,"<Button
            key={sides}
            variant=""ghost""
            size=""sm""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,287,"<Button
              variant={advantage === ""none"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,294,"<Button
              variant={advantage === ""advantage"" ? ""success"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,301,"<Button
              variant={advantage === ""disadvantage"" ? ""destructive"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,311,"<Button
          variant=""primary""
          fullWidth
          onClick={() =>",,primary
buttons,click,apps/client/src/components/game/DiceRoller.tsx,336,"<Button variant=""secondary"" onClick={handleCustomRoll} disabled={!customDice.trim()}>",handleCustomRoll,secondary
buttons,click,apps/client/src/components/game/DiceRoller.tsx,347,"<Button
              key={preset.label}
              variant=""ghost""
              size=""sm""
              onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,366,"<Button
                variant=""ghost""
                size=""sm""
                onClick={clearHistory}
                leftIcon={<RotateCcw className=""h-3 w-3"" />",clearHistory,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,217,"<Button
            variant=""ghost""
            size=""sm""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,231,"<Button
            key={sides}
            variant=""ghost""
            size=""sm""
            onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,287,"<Button
              variant={advantage === ""none"" ? ""primary"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,294,"<Button
              variant={advantage === ""advantage"" ? ""success"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,301,"<Button
              variant={advantage === ""disadvantage"" ? ""destructive"" : ""ghost""}
              size=""sm""
              onClick={() =>",,
buttons,click,apps/client/src/components/game/DiceRoller.tsx,311,"<Button
          variant=""primary""
          fullWidth
          onClick={() =>",,primary
buttons,click,apps/client/src/components/game/DiceRoller.tsx,336,"<Button variant=""secondary"" onClick={handleCustomRoll} disabled={!customDice.trim()}>",handleCustomRoll,secondary
buttons,click,apps/client/src/components/game/DiceRoller.tsx,347,"<Button
              key={preset.label}
              variant=""ghost""
              size=""sm""
              onClick={() =>",,ghost
buttons,click,apps/client/src/components/game/DiceRoller.tsx,366,"<Button
                variant=""ghost""
                size=""sm""
                onClick={clearHistory}
                leftIcon={<RotateCcw className=""h-3 w-3"" />",clearHistory,ghost
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,175,"<Button variant=""ghost"" size=""sm"" className=""text-xs h-6"">",,ghost
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,179,"<Button variant=""ghost"" size=""sm"" className=""text-xs h-6"">",,ghost
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,369,"<Button
                variant=""secondary""
                size=""sm""
                onClick={() =>",,secondary
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,379,"<Button
                variant=""primary""
                size=""sm""
                onClick={() =>",,primary
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,390,"<Button
              variant=""destructive""
              size=""sm""
              onClick={() =>",,destructive
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,138,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,192,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,201,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,317,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,138,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,192,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,201,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,317,"<button
              onClick={() =>",,
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,369,"<Button
                variant=""secondary""
                size=""sm""
                onClick={() =>",,secondary
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,379,"<Button
                variant=""primary""
                size=""sm""
                onClick={() =>",,primary
buttons,click,apps/client/src/components/game/PlayerPanel.tsx,390,"<Button
              variant=""destructive""
              size=""sm""
              onClick={() =>",,destructive
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,401,"<Button className=""px-2 py-1 hover:bg-neutral-100 rounded"" onClick={exportCharacter}>",exportCharacter,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,409,"<Button
                className=""px-2 py-1 bg-primary-500 text-white hover:bg-primary-600 rounded""
                onClick={saveCharacter}
              >",saveCharacter,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,419,"<Button
                className=""px-2 py-1 border border-neutral-300 hover:bg-neutral-50 rounded""
                onClick={() =>",,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,443,"<button
              key={key}
              onClick={() =>",,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,401,"<Button className=""px-2 py-1 hover:bg-neutral-100 rounded"" onClick={exportCharacter}>",exportCharacter,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,409,"<Button
                className=""px-2 py-1 bg-primary-500 text-white hover:bg-primary-600 rounded""
                onClick={saveCharacter}
              >",saveCharacter,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,419,"<Button
                className=""px-2 py-1 border border-neutral-300 hover:bg-neutral-50 rounded""
                onClick={() =>",,
buttons,click,apps/client/src/components/character/CharacterSheet.tsx,443,"<button
              key={key}
              onClick={() =>",,
buttons,click,apps/client/src/components/character/AbilityScores.tsx,262,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/character/AbilityScores.tsx,414,"<button
                  onClick={() =>",,
buttons,click,apps/client/src/components/character/AbilityScores.tsx,262,"<button
            onClick={() =>",,
buttons,click,apps/client/src/components/character/AbilityScores.tsx,414,"<button
                  onClick={() =>",,
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,236,"<Button
            variant={showEquippedOnly ? ""primary"" : ""ghost""}
            size=""sm""
            onClick={() =>",,
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,246,"<Button
              variant=""primary""
              size=""sm""
              onClick={() =>",,primary
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,265,"<Button variant=""ghost"" size=""sm"" onClick={resetForm}>",resetForm,ghost
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,352,"<Button variant=""ghost"" size=""sm"" onClick={addProperty}>",addProperty,ghost
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,364,"<Button variant=""ghost"" size=""sm"" onClick={() =>",,ghost
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,373,"<Button variant=""primary"" onClick={addOrUpdateEquipment}>",addOrUpdateEquipment,primary
buttons,click,apps/client/src/components/character/EquipmentPanel.tsx,376,"<Button variant=""ghost"" onClick={resetForm}>",resetForm,ghost
